customer_id,tenure_months,orders_per_month,avg_order_value,recency_days,discount_usage_rate,return_rate,clv_next_12m,loyalty_index,monetary_value
CUST_0302,20,3.6,2245.48,39,0.31,0.18,43931.01,0.5658,8083.728
CUST_0303,10,3.78,702.08,42,0.13,0.38,14677.07,0.5394,2653.8624
CUST_0304,9,4.23,1248.8,306,0.57,0.24,8081.96,0.32680000000000003,5282.424
CUST_0305,46,1.27,2723.21,142,0.37,0.39,10795.94,0.3843,3458.4767
CUST_0306,36,0.71,1691.84,107,0.42,0.29,3225.64,0.41180000000000005,1201.2063999999998
CUST_0307,47,2.5,2533.65,79,0.39,0.2,34515.72,0.488,6334.125
CUST_0308,28,3.49,2594.7,259,0.28,0.19,15883.15,0.5832,9055.503
CUST_0309,8,5.28,1890.4,31,0.66,0.22,29182.74,0.2652,9981.312000000002
CUST_0310,21,0.59,2704.73,188,0.7,0.23,5420.79,0.23100000000000004,1595.7907
CUST_0311,31,3.85,1073.84,82,0.4,0.09,20901.81,0.546,4134.284
CUST_0312,42,3.03,2813.57,57,0.4,0.08,49007.55,0.552,8525.1171
CUST_0313,20,4.82,2210.29,136,0.23,0.04,52384.68,0.7392,10653.5978
CUST_0314,18,3.37,744.01,350,0.42,0.39,500.0,0.35380000000000006,2507.3137
CUST_0315,8,1.16,1704.92,171,0.38,0.11,500.0,0.5518,1977.7072
CUST_0316,28,2.85,348.19,342,0.16,0.18,2833.9,0.6888000000000001,992.3415
CUST_0317,26,1.18,2166.68,7,0.1,0.03,20812.81,0.873,2556.6823999999997
CUST_0318,37,1.65,1390.92,191,0.68,0.3,5179.76,0.22399999999999995,2295.018
CUST_0319,18,2.13,2960.67,37,0.46,0.25,28786.34,0.405,6306.2271
CUST_0320,2,2.13,1503.74,211,0.26,0.24,9672.73,0.5624,3202.9662
CUST_0321,16,1.55,2863.31,346,0.49,0.27,500.0,0.3723,4438.1305
CUST_0322,46,5.34,1092.68,53,0.32,0.28,36268.27,0.4895999999999999,5834.9112000000005
CUST_0323,16,1.44,915.51,75,0.45,0.29,6683.06,0.3905,1318.3344
CUST_0324,10,3.19,2936.21,5,0.52,0.31,36667.11,0.33119999999999994,9366.5099
CUST_0325,14,2.27,2486.57,317,0.56,0.37,5831.66,0.27719999999999995,5644.513900000001
CUST_0326,52,2.49,1451.39,296,0.52,0.0,500.0,0.48,3613.9611000000004
CUST_0327,26,3.24,1469.0,285,0.27,0.12,15764.67,0.6424,4759.56
CUST_0328,47,2.74,2454.21,334,0.24,0.38,3258.85,0.4712,6724.535400000001
CUST_0329,14,0.74,1787.79,189,0.16,0.36,7982.93,0.5376,1322.9646
CUST_0330,13,2.03,637.76,304,0.53,0.12,4233.51,0.41359999999999997,1294.6527999999998
CUST_0331,35,5.76,1607.33,79,0.37,0.04,49169.35,0.6048,9258.2208
CUST_0332,13,2.9,1516.75,251,0.54,0.12,6333.0,0.4048,4398.575
CUST_0333,54,3.88,1469.35,205,0.41,0.21,8453.51,0.46610000000000007,5701.0779999999995
CUST_0334,18,3.84,2270.08,96,0.36,0.34,37954.47,0.42239999999999994,8717.107199999999
CUST_0335,39,1.22,2138.58,283,0.07,0.25,1977.39,0.6975,2609.0676
CUST_0336,55,2.01,2588.79,181,0.38,0.04,19258.53,0.5952,5203.4679
CUST_0337,12,1.94,1533.42,180,0.29,0.31,9628.23,0.48989999999999995,2974.8348
CUST_0338,37,0.95,2492.35,230,0.15,0.25,9635.52,0.6375,2367.7324999999996
CUST_0339,49,0.94,453.16,309,0.5,0.39,6292.17,0.305,425.9704
CUST_0340,17,1.88,1463.33,102,0.6,0.31,3847.71,0.27599999999999997,2751.0604
CUST_0341,57,1.79,599.08,284,0.16,0.17,3819.01,0.6971999999999999,1072.3532
CUST_0342,14,2.38,2382.38,248,0.17,0.12,9282.64,0.7303999999999999,5670.0644
CUST_0343,3,2.71,1461.84,50,0.46,0.18,21323.76,0.4428000000000001,3961.5863999999997
CUST_0344,38,1.51,869.17,119,0.52,0.03,5825.5,0.46559999999999996,1312.4467
CUST_0345,30,2.87,1628.39,257,0.01,0.22,8201.06,0.7722,4673.479300000001
CUST_0346,40,3.33,2362.71,20,0.63,0.07,31341.52,0.34409999999999996,7867.8243
CUST_0347,11,5.89,2506.66,27,0.48,0.0,97271.02,0.52,14764.227399999998
CUST_0348,10,5.04,2319.79,33,0.48,0.02,65473.27,0.5096,11691.7416
CUST_0349,10,2.39,1344.09,46,0.42,0.35,4815.9,0.37700000000000006,3212.3750999999997
CUST_0350,30,3.26,562.09,257,0.12,0.11,1327.12,0.7832,1832.4134
CUST_0351,9,4.56,888.02,214,0.52,0.1,5728.76,0.432,4049.3711999999996
CUST_0352,34,2.27,477.88,90,0.58,0.11,6821.52,0.3738,1084.7876
CUST_0353,18,5.25,481.67,360,0.19,0.3,6658.15,0.567,2528.7675
CUST_0354,2,5.2,1820.87,344,0.56,0.08,3004.32,0.4048,9468.524
CUST_0355,33,1.55,2360.13,245,0.6,0.15,4346.23,0.34,3658.2015
CUST_0356,20,1.03,910.22,300,0.09,0.06,500.0,0.8553999999999999,937.5266
CUST_0357,57,4.0,1640.57,296,0.35,0.06,6317.12,0.611,6562.28
CUST_0358,5,1.28,2012.51,194,0.51,0.31,5485.22,0.33809999999999996,2576.0128
CUST_0359,50,0.62,2414.89,59,0.06,0.06,17689.83,0.8835999999999999,1497.2318
CUST_0360,41,0.65,468.49,281,0.23,0.04,5508.92,0.7392,304.5185
CUST_0361,15,1.13,1625.55,109,0.02,0.27,13813.99,0.7153999999999999,1836.8714999999997
CUST_0362,44,5.63,2551.29,275,0.19,0.16,29927.19,0.6804,14363.7627
CUST_0363,30,1.8,2598.01,186,0.47,0.15,8599.19,0.4505,4676.418000000001
CUST_0364,55,5.17,1961.34,185,0.6,0.21,11719.67,0.31600000000000006,10140.1278
CUST_0365,11,3.44,2769.28,114,0.07,0.21,55769.48,0.7347,9526.3232
CUST_0366,19,1.49,2138.03,56,0.65,0.04,10463.6,0.33599999999999997,3185.6647000000003
CUST_0367,39,1.5,1390.55,220,0.39,0.19,3360.44,0.49410000000000004,2085.825
CUST_0368,27,2.62,1014.65,332,0.5,0.28,500.0,0.36,2658.3830000000003
CUST_0369,40,5.9,1323.14,13,0.55,0.17,32952.79,0.37349999999999994,7806.526000000001
CUST_0370,47,3.48,1357.2,30,0.55,0.13,15801.13,0.39149999999999996,4723.0560000000005
CUST_0371,5,3.39,2434.44,138,0.4,0.08,27736.56,0.552,8252.7516
CUST_0372,26,1.62,2069.57,246,0.58,0.39,4103.7,0.25620000000000004,3352.7034000000003
CUST_0373,43,0.8,2284.96,150,0.04,0.1,9484.42,0.864,1827.968
CUST_0374,19,0.61,2397.22,302,0.07,0.04,8634.72,0.8927999999999999,1462.3041999999998
CUST_0375,12,5.03,1202.07,152,0.6,0.4,12542.69,0.24,6046.4121
CUST_0376,40,3.59,1496.86,227,0.03,0.31,19192.15,0.6692999999999999,5373.7274
CUST_0377,52,3.96,2250.3,263,0.08,0.05,24736.4,0.874,8911.188
CUST_0378,43,1.58,859.19,362,0.02,0.3,937.7,0.6859999999999999,1357.5202000000002
CUST_0379,32,1.29,597.45,85,0.08,0.3,5981.92,0.644,770.7105
CUST_0380,46,0.67,2393.19,51,0.18,0.02,7358.27,0.8036000000000001,1603.4373
CUST_0381,1,2.65,1770.63,85,0.27,0.24,23514.08,0.5548,4692.1695
CUST_0382,53,0.93,2559.62,295,0.1,0.37,500.0,0.5670000000000001,2380.4466
CUST_0383,33,2.81,1842.05,159,0.59,0.38,8874.44,0.25420000000000004,5176.1605
CUST_0384,18,2.01,2601.97,345,0.15,0.34,500.0,0.5609999999999999,5229.959699999999
CUST_0385,22,2.71,2757.1,277,0.45,0.21,7922.66,0.43450000000000005,7471.741
CUST_0386,35,5.93,1424.65,159,0.29,0.08,42323.4,0.6532,8448.174500000001
CUST_0387,27,3.91,1599.41,287,0.62,0.38,7751.49,0.2356,6253.6931
CUST_0388,51,4.43,1971.33,127,0.62,0.12,23841.49,0.33440000000000003,8732.991899999999
CUST_0389,30,1.63,2740.89,189,0.24,0.19,11313.54,0.6156,4467.650699999999
CUST_0390,41,0.83,1564.26,207,0.06,0.01,500.0,0.9306,1298.3357999999998
CUST_0391,53,2.73,1673.11,144,0.03,0.22,25095.62,0.7566,4567.5903
CUST_0392,4,2.62,1837.06,351,0.62,0.1,558.12,0.342,4813.0972
CUST_0393,11,3.36,2368.22,146,0.62,0.23,17882.19,0.2926,7957.219199999999
CUST_0394,45,5.87,994.95,167,0.25,0.24,26445.29,0.5700000000000001,5840.356500000001
CUST_0395,18,1.79,2417.22,283,0.31,0.36,13281.45,0.4416,4326.8238
CUST_0396,21,1.26,1605.19,93,0.37,0.04,7236.78,0.6048,2022.5394000000001
CUST_0397,58,2.9,1864.43,135,0.62,0.24,6048.25,0.2888,5406.847
CUST_0398,32,3.44,1116.12,308,0.49,0.19,6251.13,0.4131,3839.4527999999996
CUST_0399,54,4.16,2296.33,105,0.38,0.38,37462.9,0.3844,9552.7328
CUST_0400,29,5.91,2086.97,122,0.29,0.26,49154.04,0.5254,12333.992699999999
CUST_0401,32,1.94,1427.92,338,0.26,0.13,5631.69,0.6438,2770.1648
CUST_0402,53,3.61,1843.9,6,0.3,0.11,49825.03,0.623,6656.479
CUST_0403,32,1.05,1023.97,342,0.43,0.33,5864.19,0.3819,1075.1685
CUST_0404,42,4.56,1229.4,233,0.33,0.18,10842.13,0.5494,5606.064
CUST_0405,44,5.56,1134.74,201,0.24,0.25,19238.31,0.5700000000000001,6309.154399999999
CUST_0406,26,4.7,405.12,68,0.31,0.39,8231.3,0.42089999999999994,1904.064
CUST_0407,23,2.43,1898.58,176,0.23,0.15,17604.37,0.6545,4613.5494
CUST_0408,7,0.86,1017.87,50,0.39,0.25,3466.62,0.4575,875.3682
CUST_0409,58,4.68,2095.65,165,0.4,0.11,34152.5,0.534,9807.642
CUST_0410,51,3.61,865.38,280,0.28,0.05,5644.2,0.6839999999999999,3124.0218
CUST_0411,59,5.25,2186.88,10,0.26,0.3,69175.08,0.518,11481.12
CUST_0412,26,5.34,1427.52,34,0.61,0.07,35999.72,0.36269999999999997,7622.9568
CUST_0413,27,4.42,2569.99,65,0.09,0.07,96926.34,0.8462999999999999,11359.3558
CUST_0414,11,2.06,2745.46,335,0.29,0.18,4321.75,0.5822,5655.6476
CUST_0415,24,3.77,1305.01,140,0.01,0.19,20967.2,0.8019000000000001,4919.8877
CUST_0416,17,1.68,1954.39,76,0.69,0.12,6552.79,0.27280000000000004,3283.3752
CUST_0417,6,5.73,2425.91,184,0.51,0.23,34175.43,0.3773,13900.4643
CUST_0418,7,5.66,1710.86,197,0.21,0.28,23931.03,0.5688,9683.4676
CUST_0419,22,5.51,2936.64,12,0.06,0.23,127886.22,0.7238,16180.8864
CUST_0420,12,3.98,2722.16,178,0.4,0.26,31245.31,0.444,10834.1968
CUST_0421,32,3.28,1695.73,66,0.5,0.37,20389.89,0.315,5561.9944
CUST_0422,3,0.89,2834.12,156,0.31,0.02,6668.67,0.6761999999999999,2522.3668
CUST_0423,42,4.2,1216.85,270,0.09,0.28,12648.32,0.6552,5110.7699999999995
CUST_0424,17,4.27,1303.74,45,0.67,0.29,15356.6,0.23429999999999995,5566.9698
CUST_0425,47,4.7,1502.39,268,0.39,0.32,12687.84,0.41479999999999995,7061.233000000001
CUST_0426,57,3.92,1127.84,76,0.57,0.38,7215.75,0.2666,4421.132799999999
CUST_0427,51,2.38,1742.64,188,0.34,0.02,19517.9,0.6467999999999999,4147.4832
CUST_0428,20,5.58,1140.73,14,0.47,0.37,32223.22,0.33390000000000003,6365.2734
CUST_0429,5,5.73,1287.82,210,0.28,0.13,22735.72,0.6264,7379.2086
CUST_0430,56,3.38,2852.38,52,0.07,0.11,82857.51,0.8277,9641.0444
CUST_0431,2,5.91,1616.99,255,0.62,0.2,8697.62,0.30400000000000005,9556.4109
CUST_0432,30,1.77,1764.45,82,0.3,0.38,8003.89,0.434,3123.0765
CUST_0433,49,3.65,1494.15,243,0.5,0.06,7703.8,0.47,5453.6475
CUST_0434,21,5.04,1549.04,38,0.31,0.24,43756.38,0.5244,7807.161599999999
CUST_0435,31,3.67,1168.4,217,0.35,0.04,15156.61,0.624,4288.028
CUST_0436,40,1.55,2942.06,326,0.51,0.35,4511.59,0.3185,4560.193
CUST_0437,41,2.92,2206.89,203,0.36,0.17,15919.47,0.5312,6444.118799999999
CUST_0438,17,5.41,2094.59,193,0.52,0.08,31160.63,0.4416,11331.7319
CUST_0439,30,2.17,720.73,321,0.46,0.09,500.0,0.49140000000000006,1563.9841
CUST_0440,31,2.03,2073.0,202,0.41,0.35,13673.62,0.38350000000000006,4208.19
CUST_0441,45,2.15,1078.23,336,0.55,0.07,544.62,0.4184999999999999,2318.1945
CUST_0442,1,5.4,2242.78,65,0.21,0.23,74730.79,0.6083000000000001,12111.012000000002
CUST_0443,58,5.13,2717.23,36,0.14,0.2,105115.23,0.6880000000000001,13939.3899
CUST_0444,27,4.29,759.29,332,0.16,0.07,5977.19,0.7811999999999999,3257.3541
CUST_0445,10,5.46,1404.43,316,0.25,0.03,787.08,0.7275,7668.187800000001
CUST_0446,16,4.15,647.92,55,0.23,0.25,16776.45,0.5775,2688.868
CUST_0447,54,1.34,2852.6,338,0.69,0.08,8514.67,0.28520000000000006,3822.484
CUST_0448,56,5.32,2812.28,135,0.43,0.24,47834.6,0.43320000000000003,14961.329600000003
CUST_0449,6,3.83,1952.49,244,0.41,0.13,19779.09,0.5133000000000001,7478.036700000001
CUST_0450,55,1.15,1807.29,214,0.48,0.31,4246.0,0.3588,2078.3835
CUST_0451,46,1.5,883.8,81,0.68,0.17,500.0,0.26559999999999995,1325.6999999999998
CUST_0452,58,5.94,968.51,221,0.6,0.2,7920.42,0.32000000000000006,5752.9494
CUST_0453,55,0.92,1643.78,357,0.62,0.21,1410.76,0.3002,1512.2776000000001
CUST_0454,37,0.64,2899.93,52,0.08,0.06,13863.79,0.8648,1855.9551999999999
CUST_0455,28,1.96,1688.5,279,0.21,0.31,4458.17,0.5451,3309.46
CUST_0456,4,5.9,957.92,291,0.31,0.38,7255.99,0.42779999999999996,5651.728
CUST_0457,22,5.39,549.41,204,0.11,0.22,8566.74,0.6942,2961.3198999999995
CUST_0458,41,0.69,2641.25,275,0.43,0.18,2003.08,0.4674000000000001,1822.4624999999999
CUST_0459,23,5.37,2047.96,338,0.16,0.02,8497.55,0.8231999999999999,10997.5452
CUST_0460,41,0.64,1037.68,81,0.23,0.15,7739.48,0.6545,664.1152000000001
CUST_0461,53,1.46,799.41,165,0.01,0.08,6852.65,0.9108,1167.1386
CUST_0462,45,4.24,790.33,243,0.67,0.14,500.0,0.28379999999999994,3350.9992
CUST_0463,40,3.27,2072.57,61,0.66,0.06,28626.49,0.31959999999999994,6777.303900000001
CUST_0464,42,4.11,854.83,24,0.14,0.17,24809.24,0.7138,3513.3513000000003
CUST_0465,31,0.66,2680.68,167,0.12,0.39,7590.31,0.5367999999999999,1769.2488
CUST_0466,20,0.52,2727.65,163,0.49,0.29,500.0,0.3621,1418.3780000000002
CUST_0467,35,2.38,1959.48,94,0.14,0.13,37649.99,0.7482,4663.5624
CUST_0468,53,1.81,1323.82,68,0.18,0.31,14068.1,0.5658,2396.1142
CUST_0469,47,5.01,336.42,323,0.63,0.07,3659.47,0.34409999999999996,1685.4642000000001
CUST_0470,54,2.32,774.15,23,0.43,0.15,9508.93,0.48450000000000004,1796.0279999999998
CUST_0471,6,2.54,973.59,134,0.25,0.09,10590.92,0.6825,2472.9186
CUST_0472,7,2.28,2438.73,22,0.69,0.13,18077.49,0.26970000000000005,5560.3044
CUST_0473,37,1.83,938.49,333,0.55,0.05,500.0,0.42749999999999994,1717.4367
CUST_0474,48,3.52,2927.23,351,0.66,0.32,8031.82,0.23119999999999996,10303.8496
CUST_0475,34,1.24,759.79,195,0.39,0.05,500.0,0.5795,942.1396
CUST_0476,42,1.92,2935.55,142,0.07,0.12,29913.88,0.8183999999999999,5636.256
CUST_0477,7,5.95,1327.09,245,0.69,0.01,15452.51,0.30690000000000006,7896.1855
CUST_0478,31,2.86,1024.85,105,0.61,0.14,6163.66,0.33540000000000003,2931.0709999999995
CUST_0479,41,2.09,2486.95,230,0.55,0.27,4214.11,0.32849999999999996,5197.7255
CUST_0480,33,3.04,710.1,215,0.19,0.18,10634.59,0.6642000000000001,2158.704
CUST_0481,40,5.35,2004.57,307,0.29,0.23,9765.97,0.5467,10724.449499999999
CUST_0482,19,2.11,1814.87,282,0.13,0.19,9962.11,0.7047,3829.3756999999996
CUST_0483,14,1.65,1698.31,39,0.51,0.2,13002.9,0.392,2802.2115
CUST_0484,4,2.09,2510.04,213,0.56,0.14,14589.9,0.37839999999999996,5245.9836
CUST_0485,7,4.51,1301.24,323,0.45,0.09,7556.59,0.5005000000000001,5868.5923999999995
CUST_0486,31,1.89,1501.86,137,0.4,0.29,10026.47,0.426,2838.5153999999998
CUST_0487,2,5.01,2860.56,274,0.7,0.37,3186.55,0.18900000000000003,14331.405599999998
CUST_0488,40,5.49,2032.92,276,0.65,0.19,11187.67,0.2835,11160.730800000001
CUST_0489,54,5.06,529.87,95,0.28,0.14,13992.12,0.6192,2681.1422
CUST_0490,50,2.62,362.66,25,0.18,0.33,16102.27,0.5494,950.1692000000002
CUST_0491,55,1.17,586.16,293,0.22,0.07,500.0,0.7253999999999999,685.8072
CUST_0492,45,5.99,2124.08,252,0.12,0.04,42552.14,0.8448,12723.2392
CUST_0493,26,1.97,731.55,159,0.47,0.35,11476.11,0.34450000000000003,1441.1535
CUST_0494,57,2.91,1146.55,209,0.15,0.29,11935.12,0.6034999999999999,3336.4605
CUST_0495,57,5.87,1957.52,81,0.31,0.07,68858.49,0.6416999999999999,11490.6424
CUST_0496,18,3.54,1896.55,307,0.02,0.05,9741.21,0.9309999999999999,6713.787
CUST_0497,29,1.99,2014.19,230,0.48,0.22,12027.0,0.4056,4008.2381
CUST_0498,22,0.62,2599.69,68,0.48,0.05,10263.48,0.494,1611.8078
CUST_0499,54,3.3,2456.69,54,0.34,0.22,36755.59,0.5147999999999999,8107.076999999999
CUST_0500,12,5.21,1747.73,132,0.43,0.01,46165.86,0.5643,9105.6733
CUST_0501,5,0.8,353.14,80,0.25,0.15,500.0,0.6375,282.512
CUST_0502,55,2.17,2356.63,149,0.57,0.27,10379.88,0.3139,5113.8871
CUST_0503,45,4.68,2662.59,147,0.13,0.2,71022.68,0.6960000000000001,12460.9212
CUST_0504,55,4.84,2277.07,256,0.14,0.13,35381.25,0.7482,11021.0188
CUST_0505,18,5.67,547.86,184,0.55,0.16,500.0,0.37799999999999995,3106.3662
CUST_0506,14,3.65,2267.38,346,0.17,0.02,10900.53,0.8133999999999999,8275.937
CUST_0507,40,5.82,2508.78,300,0.29,0.38,18692.75,0.4402,14601.099600000001
CUST_0508,53,3.1,685.25,62,0.43,0.2,8824.71,0.45600000000000007,2124.275
CUST_0509,6,3.56,2348.14,340,0.39,0.25,4051.51,0.4575,8359.3784
CUST_0510,8,5.4,569.8,54,0.35,0.33,17548.5,0.43549999999999994,3076.92
CUST_0511,17,2.21,1094.01,71,0.69,0.31,11127.53,0.2139,2417.7621
CUST_0512,56,3.67,1254.7,84,0.56,0.26,8485.98,0.32559999999999995,4604.749
CUST_0513,30,5.36,2136.84,183,0.06,0.04,60577.79,0.9023999999999999,11453.462400000002
CUST_0514,45,2.23,1967.07,122,0.03,0.37,26115.03,0.6111,4386.5661
CUST_0515,5,0.95,1448.45,80,0.37,0.15,11116.74,0.5355,1376.0275
CUST_0516,56,3.49,319.9,127,0.21,0.13,5634.84,0.6873,1116.451
CUST_0517,48,0.76,1120.19,144,0.28,0.02,2518.58,0.7056,851.3444000000001
CUST_0518,4,1.58,2835.31,8,0.65,0.39,10895.42,0.2135,4479.7898000000005
CUST_0519,15,4.99,2635.5,151,0.09,0.17,72048.22,0.7553,13151.145
CUST_0520,54,5.28,1258.96,7,0.05,0.24,56339.02,0.722,6647.308800000001
CUST_0521,12,1.09,1371.51,42,0.05,0.2,6471.38,0.76,1494.9459000000002
CUST_0522,56,2.56,843.14,194,0.41,0.1,16457.8,0.5310000000000001,2158.4384
CUST_0523,51,5.64,1158.94,14,0.42,0.11,34037.09,0.5162000000000001,6536.4216
CUST_0524,11,2.74,2599.25,249,0.41,0.02,20822.46,0.5782,7121.945000000001
CUST_0525,4,1.6,2813.64,143,0.15,0.05,27091.41,0.8075,4501.824
CUST_0526,42,3.23,1750.47,92,0.01,0.02,58422.11,0.9702,5654.0181
CUST_0527,54,2.13,1281.69,294,0.42,0.34,6082.98,0.3828,2729.9997
CUST_0528,39,5.08,2170.7,217,0.28,0.26,28299.47,0.5327999999999999,11027.155999999999
CUST_0529,51,0.79,1188.19,59,0.0,0.38,7901.84,0.62,938.6701
CUST_0530,5,4.86,669.41,176,0.17,0.14,15706.86,0.7138,3253.3326
CUST_0531,49,2.41,312.52,38,0.22,0.26,7819.73,0.5772,753.1732
CUST_0532,36,2.44,451.2,83,0.24,0.06,15748.97,0.7143999999999999,1100.9279999999999
CUST_0533,31,2.62,1634.66,198,0.17,0.17,13764.12,0.6889,4282.809200000001
CUST_0534,52,1.48,1605.39,333,0.47,0.31,3200.46,0.36569999999999997,2375.9772000000003
CUST_0535,18,1.08,1623.08,47,0.19,0.19,8315.57,0.6561000000000001,1752.9264
CUST_0536,5,4.36,937.4,165,0.34,0.22,13575.02,0.5147999999999999,4087.0640000000003
CUST_0537,51,4.0,2930.38,281,0.45,0.23,10817.0,0.42350000000000004,11721.52
CUST_0538,31,1.5,1193.94,84,0.65,0.38,7439.01,0.217,1790.91
CUST_0539,6,1.7,952.29,196,0.47,0.38,2893.32,0.3286,1618.8929999999998
CUST_0540,22,0.82,1170.07,239,0.36,0.37,500.0,0.4032,959.4573999999999
CUST_0541,59,1.18,2000.72,19,0.43,0.35,500.0,0.37050000000000005,2360.8496
CUST_0542,32,3.41,747.2,197,0.28,0.17,13506.36,0.5975999999999999,2547.952
CUST_0543,25,0.58,2165.65,337,0.15,0.12,500.0,0.748,1256.077
CUST_0544,32,4.97,2031.2,49,0.38,0.26,57411.75,0.4588,10095.064
CUST_0545,35,2.65,2944.62,223,0.39,0.17,17535.51,0.5063,7803.2429999999995
CUST_0546,7,1.03,1623.65,309,0.53,0.34,1146.52,0.3101999999999999,1672.3595
CUST_0547,27,4.69,2339.17,170,0.16,0.05,54936.5,0.7979999999999999,10970.707300000002
CUST_0548,27,4.62,1798.66,140,0.03,0.02,56304.15,0.9506,8309.8092
CUST_0549,45,4.76,1949.21,17,0.52,0.16,40971.77,0.40319999999999995,9278.239599999999
CUST_0550,13,1.03,1135.29,196,0.3,0.31,5914.92,0.48299999999999993,1169.3487
CUST_0551,38,5.71,1712.15,76,0.18,0.07,75946.04,0.7626000000000001,9776.3765
CUST_0552,4,3.18,1690.56,304,0.33,0.11,8611.65,0.5962999999999999,5375.9808
CUST_0553,26,4.83,878.48,65,0.5,0.38,9439.74,0.31,4243.0584
CUST_0554,47,2.99,2881.64,139,0.56,0.02,28675.52,0.4311999999999999,8616.1036
CUST_0555,31,2.88,1976.62,74,0.53,0.28,15545.56,0.3384,5692.665599999999
CUST_0556,38,1.64,572.55,314,0.68,0.14,500.0,0.27519999999999994,938.9819999999999
CUST_0557,57,5.22,1299.37,129,0.37,0.19,28359.92,0.5103000000000001,6782.711399999999
CUST_0558,35,3.67,834.59,287,0.35,0.37,6722.0,0.40950000000000003,3062.9453
CUST_0559,23,2.22,1051.83,295,0.68,0.01,2378.26,0.31679999999999997,2335.0626
CUST_0560,49,4.45,2382.17,86,0.63,0.3,24431.3,0.259,10600.656500000001
CUST_0561,47,5.39,407.85,172,0.54,0.4,6800.71,0.27599999999999997,2198.3115
CUST_0562,29,3.39,1880.07,252,0.15,0.29,8767.3,0.6034999999999999,6373.4373
CUST_0563,6,1.81,2121.57,140,0.29,0.07,12486.74,0.6602999999999999,3840.0417
CUST_0564,34,5.99,2920.55,310,0.51,0.22,14557.55,0.3822,17494.094500000003
CUST_0565,48,2.33,2598.27,165,0.04,0.22,34163.42,0.7488,6053.9691
CUST_0566,19,1.12,342.32,159,0.24,0.13,584.28,0.6612,383.39840000000004
CUST_0567,4,1.78,1799.71,178,0.55,0.32,5060.28,0.30599999999999994,3203.4838
CUST_0568,40,5.06,1537.83,204,0.43,0.37,5891.54,0.35910000000000003,7781.419799999999
CUST_0569,17,0.66,665.13,304,0.02,0.38,4110.36,0.6076,438.98580000000004
CUST_0570,15,1.76,1685.31,127,0.55,0.22,3653.65,0.351,2966.1456
CUST_0571,1,5.06,2730.54,214,0.08,0.32,37942.42,0.6255999999999999,13816.532399999998
CUST_0572,45,3.13,1352.65,133,0.42,0.28,15121.42,0.4176,4233.7945
CUST_0573,38,2.35,1542.42,23,0.62,0.04,7970.16,0.3648,3624.6870000000004
CUST_0574,22,4.22,2177.59,35,0.53,0.14,37335.8,0.40419999999999995,9189.4298
CUST_0575,35,3.57,2874.28,350,0.63,0.28,500.0,0.26639999999999997,10261.1796
CUST_0576,39,3.53,1764.93,277,0.61,0.15,8866.34,0.3315,6230.2029
CUST_0577,11,4.71,2985.65,68,0.05,0.29,94438.74,0.6745,14062.4115
CUST_0578,15,5.68,857.52,225,0.15,0.02,16741.21,0.833,4870.7136
CUST_0579,57,5.88,1131.65,133,0.24,0.39,22143.9,0.4636,6654.102000000001
CUST_0580,52,4.04,1871.55,190,0.47,0.02,19027.98,0.5194,7561.062
CUST_0581,48,1.96,1076.49,3,0.13,0.3,19351.28,0.609,2109.9204
CUST_0582,31,3.3,883.0,93,0.21,0.15,20392.82,0.6715,2913.8999999999996
CUST_0583,16,2.63,1454.78,212,0.11,0.33,8305.02,0.5962999999999999,3826.0714
CUST_0584,7,3.51,300.31,46,0.56,0.3,500.0,0.30799999999999994,1054.0881
CUST_0585,49,3.01,2786.87,73,0.24,0.06,55676.44,0.7143999999999999,8388.4787
CUST_0586,53,3.44,2179.41,19,0.4,0.03,42888.8,0.582,7497.170399999999
CUST_0587,48,5.44,2703.05,312,0.67,0.25,10588.37,0.24749999999999997,14704.592000000002
CUST_0588,14,2.93,601.36,348,0.52,0.06,500.0,0.45119999999999993,1761.9848000000002
CUST_0589,38,3.75,768.77,324,0.54,0.4,7323.37,0.27599999999999997,2882.8875
CUST_0590,21,3.86,2439.92,93,0.65,0.32,24960.58,0.23799999999999996,9418.0912
CUST_0591,40,0.97,2491.81,110,0.11,0.2,14463.73,0.7120000000000001,2417.0557
CUST_0592,16,3.0,388.19,62,0.14,0.21,9209.46,0.6794,1164.57
CUST_0593,27,5.17,1438.2,355,0.11,0.31,500.0,0.6141,7435.494
CUST_0594,54,2.48,751.5,202,0.43,0.3,7165.01,0.399,1863.72
CUST_0595,27,5.09,2310.18,54,0.56,0.28,42325.84,0.31679999999999997,11758.8162
CUST_0596,6,2.5,1506.15,56,0.33,0.25,17300.92,0.5025,3765.375
CUST_0597,51,2.69,1146.39,2,0.46,0.04,20049.26,0.5184,3083.7891000000004
CUST_0598,36,4.29,1437.19,161,0.5,0.11,20669.07,0.445,6165.5451
CUST_0599,59,3.96,1096.38,116,0.3,0.22,27422.79,0.5459999999999999,4341.6648000000005
CUST_0600,11,3.14,1508.71,160,0.64,0.37,9444.93,0.2268,4737.3494
CUST_0601,19,3.59,1110.23,260,0.38,0.31,2491.51,0.42779999999999996,3985.7257
CUST_0602,2,4.52,826.53,143,0.0,0.26,22229.67,0.74,3735.9155999999994
CUST_0603,55,0.7,2830.52,357,0.45,0.03,500.0,0.5335,1981.3639999999998
CUST_0604,55,5.84,1583.5,312,0.61,0.05,9966.58,0.3705,9247.64
